sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
大寮,高雄市,23,,良好,1.2,0.18,34,21,19,6,5,5.5,0.4,1.1,25,"2025-05-11 06:00",,0.1,4.8,14,0,120.425311,22.56413611,51
鳳山,高雄市,36,,良好,0.9,0.25,41,22,18,16,4,4.5,0.3,0.5,177,"2025-05-11 06:00",,0.2,8.9,13,1,120.357422,22.628126,50
仁武,高雄市,21,,良好,0.6,0.34,39,23,19,10,6,6.7,0.2,2.3,16,"2025-05-11 06:00",,0.2,4.8,11,1,120.332631,22.689056,49
橋頭,高雄市,26,,良好,0.4,0.18,38,23,19,11,3,5.1,1.2,1.6,56,"2025-05-11 06:00",,0.1,6.5,12,0,120.305689,22.757506,48
美濃,高雄市,22,,良好,0.6,0.17,32,13,6,7,1,2,0.2,1.1,230,"2025-05-11 06:00",,0.1,4.2,13,0,120.530542,22.883583,47
臺南,臺南市,31,,良好,0.6,0.19,38,29,27,12,8,9.2,0.8,2.8,10,"2025-05-11 06:00",,0.1,7.8,18,0,120.21947897,22.98928311,46
安南,臺南市,42,,良好,0.5,0.22,36,23,22,11,4,5.3,0.9,2.5,335,"2025-05-11 06:00",,0.2,10.3,18,0,120.2175,23.048197,45
善化,臺南市,30,,良好,1.4,0.18,32,16,20,5,3,4.6,0.8,1.9,10,"2025-05-11 06:00",,0.1,7.5,15,0,120.29740529,23.11337642,44
新營,臺南市,46,,良好,1,0.19,32,22,20,12,4,4.9,0.4,2,36,"2025-05-11 06:00",,0.2,11.3,19,,120.31725,23.305633,43
嘉義,嘉義市,33,,良好,1.2,0.19,34,25,30,11,4,5.2,0.5,1.6,65,"2025-05-11 06:00",,0.1,8.3,16,0,120.44125148,23.46477865,42
臺西,雲林縣,43,,良好,0.7,0.2,29,34,25,5,3,4.4,0.5,2.1,24,"2025-05-11 06:00",,0.2,8,26,1,120.19933333,23.702175,41
朴子,嘉義縣,50,,良好,0.9,0.13,34,30,21,13,2,2.5,0.1,1.1,341,"2025-05-11 06:00",,0.1,12.4,19,0,120.2478,23.46538,40
新港,嘉義縣,36,,良好,1.3,0.18,32,31,18,12,5,5.7,0.7,2,346,"2025-05-11 06:00",,0.1,9,16,1,120.345531,23.554839,39
崙背,雲林縣,41,,良好,0.9,0.23,30,28,20,11,3,4.6,0.7,0.3,303,"2025-05-11 06:00",,0.2,10.2,16,0,120.348742,23.757547,38
斗六,雲林縣,40,,良好,1.1,0.19,26,28,21,8,5,6.8,1.6,1.7,33,"2025-05-11 06:00",,0.2,9.8,17,1,120.544994,23.711853,37
南投,南投縣,27,,良好,0.6,0.14,28,28,21,6,3,3.6,0.5,0.8,295,"2025-05-11 06:00",,0.1,4,16,0,120.685306,23.913,36
二林,彰化縣,35,,良好,1.1,0.19,26,30,22,6,,,,1.1,17,"2025-05-11 06:00",,0.2,8.5,21,1,120.409653,23.925175,35
線西,彰化縣,51,細懸浮微粒,普通,0.8,0.17,30,29,14,9,5,6.1,1,0.3,68,"2025-05-11 06:00",,0.2,12.5,25,1,120.469061,24.131672,34
彰化,彰化縣,38,,良好,0.6,0.17,24,18,18,7,5,5.2,0.2,0.3,263,"2025-05-11 06:00",,0.2,9.3,17,0,120.541519,24.066,33
西屯,臺中市,33,,良好,0.8,0.17,30,23,20,8,6,6.8,0.3,0.4,346,"2025-05-11 06:00",,0.2,8.2,18,0,120.616917,24.162197,32
忠明,臺中市,28,,良好,1.3,0.2,30,23,8,8,3,3.8,0.5,0.8,305,"2025-05-11 06:00",,0.2,7,13,0,120.641092,24.151958,31
大里,臺中市,40,,良好,0.7,0.2,28,28,16,8,4,5,0.2,1,86,"2025-05-11 06:00",,0.2,10,17,0,120.67844444,24.09961111,30
沙鹿,臺中市,49,,良好,0.5,0.22,30,26,24,12,13,14,0.8,1.3,40,"2025-05-11 06:00",,0.3,12.1,28,0,120.568794,24.225628,29
豐原,臺中市,27,,良好,0.2,0.21,23,20,17,7,3,4.3,0.8,0.7,82,"2025-05-11 06:00",,0.2,5.6,16,0,120.74252414,24.25699731,28
三義,苗栗縣,43,,良好,0.8,0.26,21,20,32,12,4,5.9,1.8,0.5,282,"2025-05-11 06:00",,0.2,10.7,26,0,120.75956754,24.38248443,27
苗栗,苗栗縣,51,細懸浮微粒,普通,1.3,0.19,27,24,24,13,4,6,1.1,2,10,"2025-05-11 06:00",,0.2,12.5,23,1,120.82011468,24.56499183,26
頭份,苗栗縣,50,,良好,1.2,0.17,43,40,21,9,3,4.4,1,2.2,55,"2025-05-11 06:00",,0.2,12.4,24,1,120.89869286,24.69690679,25
新竹,新竹市,51,細懸浮微粒,普通,0.3,0.18,45,44,15,11,5,5.8,0.4,1.5,59,"2025-05-11 06:00",,0.2,12.5,20,1,120.97236752,24.8056356,24
竹東,新竹縣,38,,良好,0.3,0.17,33,32,18,5,2,3.6,0.8,1.7,79,"2025-05-11 06:00",,0.1,7.3,23,0,121.08895493,24.74091408,23
湖口,新竹縣,45,,良好,0.7,0.18,50,49,10,6,3,4.4,0.5,3,51,"2025-05-11 06:00",,0.2,9.8,24,0,121.03886894,24.90009696,22
龍潭,桃園市,49,,良好,0.4,0.17,41,45,16,13,5,6.6,1.3,2,116,"2025-05-11 06:00",,0.1,12.2,21,0,121.21645772,24.86400048,21
平鎮,桃園市,45,,良好,0.2,0.2,50,49,8,7,3,3.9,0,2.9,100,"2025-05-11 06:00",,0.2,9.3,21,0,121.203986,24.952786,20
觀音,桃園市,54,細懸浮微粒,普通,1.9,0.18,47,50,13,9,6,6.9,0.7,3.3,85,"2025-05-11 06:00",,0.2,13.7,24,1,121.08283092,25.03556747,19
大園,桃園市,45,,良好,1,0.18,52,49,16,10,5,6,0.6,3.1,94,"2025-05-11 06:00",,0.2,10.8,27,1,121.20251473,25.06100357,18
桃園,桃園市,45,,良好,0.8,0.22,48,49,12,10,4,5.4,0.9,1.9,85,"2025-05-11 06:00",,0.2,11.2,19,0,121.30500531,24.9947107,17
大同,臺北市,63,細懸浮微粒,普通,0.8,0.33,38,37,11,9,12,18,6,-,-,"2025-05-11 06:00",,0.4,16.8,28,0,121.51342074,25.06331455,16
松山,臺北市,52,細懸浮微粒,普通,0.5,0.18,47,36,12,13,3,3.2,0,0.8,35,"2025-05-11 06:00",,0.2,13,24,1,121.578611,25.05,15
古亭,臺北市,44,,良好,0.2,0.17,48,48,14,10,2,3.3,0.9,0.8,125,"2025-05-11 06:00",,0.2,10.3,21,0,121.529556,25.020608,14
萬華,臺北市,41,,良好,0.3,0.19,48,44,10,5,3,4.3,1,0.4,149,"2025-05-11 06:00",,0.2,9,22,0,121.507972,25.046503,13
中山,臺北市,51,細懸浮微粒,普通,0.5,0.19,49,42,8,10,4,4.8,0.6,1,105,"2025-05-11 06:00",,0.3,12.6,24,0,121.526528,25.062361,12
士林,臺北市,48,,良好,1,0.19,49,52,16,9,2,2.9,0.5,0.7,312,"2025-05-11 06:00",,0.2,11.7,27,0,121.51666356,25.10334003,11
淡水,新北市,48,,良好,0.5,0.19,47,50,22,11,2,2.9,0.4,1.4,140,"2025-05-11 06:00",,0.2,11.2,29,0,121.449239,25.1645,10
林口,新北市,47,,良好,0,0.19,50,51,12,8,2,3.2,0.2,2.2,125,"2025-05-11 06:00",,0.2,10.3,23,0,121.36548982,25.07798949,9
菜寮,新北市,53,細懸浮微粒,普通,0.2,0.24,47,46,13,9,6,7.2,0.7,1.2,143,"2025-05-11 06:00",,0.2,13.1,26,0,121.481028,25.06895,8
新莊,新北市,46,,良好,0.6,0.15,50,49,8,8,3,5,1.3,0.8,213,"2025-05-11 06:00",,0.2,11.5,19,0,121.4325,25.037972,7
板橋,新北市,44,,良好,0.3,0.22,45,47,14,4,5,5.6,0.5,0.5,4,"2025-05-11 06:00",,0.2,6.7,22,0,121.458667,25.012972,6
土城,新北市,48,,良好,0.6,0.19,44,47,11,9,2,3.4,0.5,0.4,167,"2025-05-11 06:00",,0.2,12,19,0,121.451861,24.982528,5
新店,新北市,43,,良好,0.7,0.17,41,46,9,8,4,4.2,0.2,1.4,187,"2025-05-11 06:00",,0.2,10.6,19,0,121.537778,24.977222,4
汐止,新北市,51,細懸浮微粒,普通,0.2,0.18,45,30,12,11,4,5.1,0.9,0.5,49,"2025-05-11 06:00",,0.2,12.6,23,0,121.64081,25.06624,2
基隆,基隆市,54,細懸浮微粒,普通,1.1,0.21,66,38,29,19,2,3.2,1.1,2.1,89,"2025-05-11 06:00",,0.2,13.5,27,0,121.760056,25.129167,1
屏東(枋山),屏東縣,44,,良好,0,0.15,50,47,6,3,0,1,0.2,5.1,90,"2025-05-11 05:00",,0.1,0.6,5,0,120.651472,22.260899,313
臺南（南化）,臺南市,22,,良好,0,0.17,35,13,24,5,1,1.8,0,4,240,"2025-05-11 05:00",,0.1,2.9,13,0,120.44583156,23.04562013,312
新北(樹林),新北市,49,,良好,0,0.14,53,53,15,10,4,4.2,0.2,0.2,187,"2025-05-11 05:00",,0.2,10.1,21,0,121.38352778,24.94902778,311
台中市（和平區消防隊）,臺中市,22,,良好,0,0.14,34,24,10,5,0,1.4,0.4,0.4,150,"2025-05-11 05:00",,0.1,1.3,9,0,120.883858,24.174592,310
屏東(琉球),屏東縣,30,,良好,0.4,0.13,28,32,7,5,2,3.4,1.2,0.3,158,"2025-05-11 05:00",,0.1,4.5,4,0,120.37722,22.35222,204
南投（鹿谷）,南投縣,26,,良好,1,0.11,48,28,18,2,1,2.3,1,0.7,189,"2025-05-11 05:00",,0.1,2.5,13,0,120.7944772,23.71867609,203
高雄(湖內),高雄市,23,,良好,0.3,0.18,32,16,27,7,4,5.6,1.1,0.6,16,"2025-05-11 05:00",,0.1,3.2,14,0,120.24535,22.87985556,202
宜蘭（三星）,宜蘭縣,39,,良好,0.4,0.12,46,42,13,3,1,1,0,3.5,265,"2025-05-11 05:00",,0.1,8.7,22,0,121.6565272,24.6757916,201
員林,彰化縣,33,,良好,0.9,0.2,15,10,16,7,5,6.1,1,0.4,34,"2025-05-11 05:00",,0.2,8.1,12,1,120.5631893,23.9615945,139
大城,彰化縣,53,細懸浮微粒,普通,0.7,0.18,46,36,27,10,3,3.6,0.5,0.6,106,"2025-05-11 05:00",,0.3,13.3,28,1,120.26964167,23.85493056,85
富貴角,新北市,80,臭氧八小時,普通,0.4,0.17,66,64,38,12,1,1.2,0,5.7,66,"2025-05-11 05:00",,0.1,16,41,0,121.53656894,25.29681695,84
麥寮,雲林縣,44,,良好,1,0.18,35,30,21,11,3,5.4,1.8,0.4,82,"2025-05-11 05:00",,0.2,10.9,24,1,120.251825,23.753506,83
關山,臺東縣,36,,良好,0.5,0.19,28,39,14,8,1,2.6,0.9,1.3,347,"2025-05-11 05:00",,0.1,8.6,15,0,121.161933,23.045083,80
馬公,澎湖縣,59,細懸浮微粒,普通,1,0.19,62,57,40,22,2,3.7,0.8,5.5,32,"2025-05-11 05:00",,0.2,15.5,31,0,119.566158,23.569031,78
金門,金門縣,58,細懸浮微粒,普通,0.9,0.19,52,49,29,14,3,4.2,0.7,1.8,333,"2025-05-11 05:00",,0.2,15,29,1,118.312256,24.432133,77
馬祖,連江縣,57,細懸浮微粒,普通,1,0.3,55,56,33,15,5,5.6,0.5,1.4,334,"2025-05-11 05:00",,0.2,14.6,32,0,119.952724,26.153736,75
埔里,南投縣,23,,良好,1.1,0.13,36,21,14,6,1,2,0.9,1.6,287,"2025-05-11 05:00",,0.1,5.7,13,1,120.967903,23.968842,72
復興,高雄市,19,,良好,0.5,0.1,32,21,5,6,6,6.6,0.4,2.2,169,"2025-05-11 05:00",,0,3.3,4,0,120.312017,22.608711,71
永和,新北市,56,細懸浮微粒,普通,0,0.21,46,46,15,10,3,4.4,0.5,0.7,104,"2025-05-11 05:00",,0.3,14.3,26,0,121.516306,25.017,70
竹山,南投縣,37,,良好,0.5,0.15,31,20,30,11,3,4.6,0.6,0.7,143,"2025-05-11 05:00",,0.1,8.1,22,0,120.677306,23.756389,69
中壢,桃園市,50,,良好,1,0.24,49,42,12,9,5,7.2,1.3,0.5,292,"2025-05-11 05:00",,0.4,12.4,25,1,121.221667,24.953278,68
三重,新北市,56,細懸浮微粒,普通,0.4,0.34,37,27,10,9,12,16.9,4.8,-,-,"2025-05-11 05:00",,0.5,14.5,30,0,121.493806,25.072611,67
冬山,宜蘭縣,43,,良好,0.4,0.13,48,43,16,8,0,0.9,0.2,1.3,293,"2025-05-11 05:00",,0.1,10.6,23,0,121.792928,24.632203,66
宜蘭,宜蘭縣,51,細懸浮微粒,普通,0,0.12,48,43,15,9,0,1.2,0.5,0.9,287,"2025-05-11 05:00",,0.1,12.5,21,0,121.746394,24.747917,65
陽明,臺北市,61,臭氧八小時,普通,0.1,0.2,58,58,9,7,0,0.9,0.4,3.9,170,"2025-05-11 05:00",,0.2,9.4,23,0,121.529583,25.182722,64
花蓮,花蓮縣,37,,良好,0.7,0.17,42,40,13,6,2,2.9,0.5,0.8,41,"2025-05-11 05:00",,0.2,8,18,0,121.599769,23.971306,63
臺東,臺東縣,42,,良好,0.6,0.18,45,45,17,9,1,2,0.6,1.3,319,"2025-05-11 05:00",,0.1,8,16,0,121.15045,22.755358,62
恆春,屏東縣,46,,良好,0.2,0.18,51,50,15,5,0,1.6,1,5.9,30,"2025-05-11 05:00",,0.1,4.4,10,0,120.788928,21.958069,61
潮州,屏東縣,22,,良好,0.2,0.1,8,10,16,3,6,6.9,0.3,0.3,179,"2025-05-11 05:00",,0.1,5.4,13,0,120.561175,22.523108,60
屏東,屏東縣,29,,良好,0.8,0.15,13,15,11,3,4,5.2,0.5,4.4,332,"2025-05-11 05:00",,0.1,7.1,15,0,120.488033,22.673081,59
小港,高雄市,22,,良好,0.5,0.14,30,21,9,7,7,8.2,1.1,3.2,327,"2025-05-11 05:00",,0,5.5,8,1,120.337736,22.565833,58
前鎮,高雄市,20,,良好,0.1,0.17,33,22,10,6,6,7.1,0.9,5,27,"2025-05-11 05:00",,0.1,2.5,11,0,120.30833356,22.6044507,57
前金,高雄市,20,,良好,0.4,0.17,39,22,22,4,3,4.2,0.8,4.5,354,"2025-05-11 05:00",,0.1,1.9,12,0,120.28676111,22.63390278,56
左營,高雄市,19,,良好,0.7,0.2,36,20,27,8,4,5.1,0.8,2.5,2,"2025-05-11 05:00",,0.1,3.4,11,0,120.292917,22.674861,54
楠梓,高雄市,29,,良好,1,0.17,37,16,16,9,3,4.4,0.5,2.8,46,"2025-05-11 05:00",,0.2,7.1,12,1,120.328289,22.733667,53
林園,高雄市,29,,良好,0.3,0.14,32,31,12,2,1,1.8,0.2,1.5,212,"2025-05-11 05:00",,0.1,2.9,9,0,120.41175,22.4795,52
大寮,高雄市,22,,良好,0.1,0.16,15,18,12,4,6,7,0.4,3.4,306,"2025-05-11 05:00",,0.1,4.6,13,0,120.425311,22.56413611,51
鳳山,高雄市,29,,良好,0.9,0.22,27,17,15,10,7,7.2,0,1.4,275,"2025-05-11 05:00",,0.2,7.2,12,1,120.357422,22.628126,50
仁武,高雄市,18,,良好,0.5,0.4,32,19,15,5,6,6.2,0.1,5,353,"2025-05-11 05:00",,0.2,3.5,9,1,120.332631,22.689056,49
橋頭,高雄市,22,,良好,0.4,0.18,37,20,18,9,3,4.5,1,2,9,"2025-05-11 05:00",,0.1,5.4,10,0,120.305689,22.757506,48
美濃,高雄市,23,,良好,0.5,0.17,35,10,10,6,2,2.6,0.4,0.8,52,"2025-05-11 05:00",,0.1,3.1,14,0,120.530542,22.883583,47
臺南,臺南市,25,,良好,0.6,0.19,38,26,27,14,8,8.6,0.6,3.2,13,"2025-05-11 05:00",,0.1,6.3,15,0,120.21947897,22.98928311,46
安南,臺南市,38,,良好,0.7,0.2,42,20,23,13,4,5.4,1,2.4,326,"2025-05-11 05:00",,0.2,9.5,17,0,120.2175,23.048197,45
善化,臺南市,30,,良好,1.5,0.15,37,13,17,5,2,3.3,0.7,3,7,"2025-05-11 05:00",,0.1,7.5,13,0,120.29740529,23.11337642,44
新營,臺南市,43,,良好,0.4,0.18,37,19,22,12,3,3.3,0.3,2,15,"2025-05-11 05:00",,0.2,10.6,18,,120.31725,23.305633,43
嘉義,嘉義市,30,,良好,1.3,0.19,41,22,18,10,4,5.3,0.5,2.3,60,"2025-05-11 05:00",,0.2,7.4,13,0,120.44125148,23.46477865,42
臺西,雲林縣,42,,良好,1.1,0.18,37,33,22,5,3,3.9,0.3,1.6,50,"2025-05-11 05:00",,0.2,8.5,25,1,120.19933333,23.702175,41
朴子,嘉義縣,48,,良好,0.9,0.11,38,28,19,11,1,1.9,0.3,0.6,41,"2025-05-11 05:00",,0.1,11.9,17,0,120.2478,23.46538,40
新港,嘉義縣,33,,良好,1.3,0.16,38,29,17,7,3,4.4,0.6,1.5,10,"2025-05-11 05:00",,0.1,8.1,16,1,120.345531,23.554839,39
崙背,雲林縣,40,,良好,0.9,0.2,33,27,0,8,2,3.5,0.5,0.2,83,"2025-05-11 05:00",,0.2,9.9,15,0,120.348742,23.757547,38
斗六,雲林縣,42,,良好,1.2,0.19,34,27,14,10,4,6.4,1.9,1.3,8,"2025-05-11 05:00",,0.2,10.3,16,1,120.544994,23.711853,37
南投,南投縣,23,,良好,0.4,0.13,33,25,21,5,3,3.7,0.7,1,52,"2025-05-11 05:00",,0.1,3.6,14,0,120.685306,23.913,36
二林,彰化縣,34,,良好,1.3,0.18,34,30,11,9,1,2.4,0.8,1.1,91,"2025-05-11 05:00",,0.2,8.5,20,1,120.409653,23.925175,35
線西,彰化縣,51,細懸浮微粒,普通,1.4,0.2,35,29,28,11,9,10.4,1.2,1.4,103,"2025-05-11 05:00",,0.2,12.5,24,1,120.469061,24.131672,34
彰化,彰化縣,40,,良好,0.7,0.15,29,16,17,6,3,4,0.3,0.8,159,"2025-05-11 05:00",,0.3,10,17,0,120.541519,24.066,33
西屯,臺中市,34,,良好,0.8,0.16,34,20,20,9,5,6.4,0.8,0.5,168,"2025-05-11 05:00",,0.2,8.5,18,0,120.616917,24.162197,32
忠明,臺中市,26,,良好,1.1,0.18,34,19,18,9,2,2.9,0.3,0.7,130,"2025-05-11 05:00",,0.3,6.4,13,0,120.641092,24.151958,31
大里,臺中市,39,,良好,0.7,0.18,35,25,21,11,3,4,0.6,0.2,95,"2025-05-11 05:00",,0.2,9.7,17,0,120.67844444,24.09961111,30
沙鹿,臺中市,47,,良好,1.3,0.26,32,25,33,11,5,6.5,0.6,1.2,94,"2025-05-11 05:00",,0.3,11.7,27,0,120.568794,24.225628,29
豐原,臺中市,27,,良好,0.4,0.2,27,18,19,7,4,4.9,0.7,1.3,110,"2025-05-11 05:00",,0.2,5.2,16,0,120.74252414,24.25699731,28
三義,苗栗縣,39,,良好,0.9,0.24,27,20,29,13,5,6.4,1.3,0.8,183,"2025-05-11 05:00",,0.2,9.7,23,0,120.75956754,24.38248443,27
苗栗,苗栗縣,48,,良好,1.4,0.2,34,24,22,15,6,7.5,1.2,1.1,15,"2025-05-11 05:00",,0.2,11.9,22,1,120.82011468,24.56499183,26
頭份,苗栗縣,52,細懸浮微粒,普通,1.2,0.17,43,40,20,14,7,8.3,1,1,88,"2025-05-11 05:00",,0.2,12.7,25,1,120.89869286,24.69690679,25
新竹,新竹市,52,細懸浮微粒,普通,0.3,0.19,44,44,11,14,6,7.2,0.4,0.9,72,"2025-05-11 05:00",,0.2,13,21,1,120.97236752,24.8056356,24
竹東,新竹縣,40,,良好,0.3,0.15,38,31,18,5,1,3,1,1,72,"2025-05-11 05:00",,0.2,7.5,24,0,121.08895493,24.74091408,23
湖口,新竹縣,45,,良好,0.8,0.17,52,49,20,15,3,4.3,0.5,4.2,59,"2025-05-11 05:00",,0.2,10.6,27,0,121.03886894,24.90009696,22
龍潭,桃園市,47,,良好,0.6,0.15,45,46,18,12,5,6.7,1.5,3.2,66,"2025-05-11 05:00",,0.1,11.7,22,0,121.21645772,24.86400048,21
平鎮,桃園市,46,,良好,0.3,0.18,52,50,12,7,3,3.1,0.1,2.4,82,"2025-05-11 05:00",,0.2,10.5,24,0,121.203986,24.952786,20
觀音,桃園市,58,細懸浮微粒,普通,1.3,0.16,50,51,13,10,4,5,0.6,3.6,81,"2025-05-11 05:00",,0.2,15.1,28,1,121.08283092,25.03556747,19
大園,桃園市,50,,良好,1.7,0.22,48,49,21,8,6,6.9,0.4,2.6,69,"2025-05-11 05:00",,0.2,11,30,1,121.20251473,25.06100357,18
桃園,桃園市,49,,良好,0.7,0.21,51,49,11,7,3,4,0.7,2.6,63,"2025-05-11 05:00",,0.2,12.2,22,0,121.30500531,24.9947107,17
大同,臺北市,67,細懸浮微粒,普通,0.6,0.26,46,34,11,10,4,6.4,1.6,-,-,"2025-05-11 05:00",,0.5,18.3,33,0,121.51342074,25.06331455,16
松山,臺北市,55,細懸浮微粒,普通,0.6,0.18,48,36,11,10,2,2.8,0,0.3,334,"2025-05-11 05:00",,0.2,14.1,27,1,121.578611,25.05,15
古亭,臺北市,46,,良好,0.4,0.15,53,48,11,7,1,2.3,0.8,1.3,97,"2025-05-11 05:00",,0.2,11.5,25,0,121.529556,25.020608,14
萬華,臺北市,45,,良好,0.3,0.19,50,43,11,5,3,4,0.9,1.1,112,"2025-05-11 05:00",,0.2,10.8,27,0,121.507972,25.046503,13
中山,臺北市,55,細懸浮微粒,普通,0.4,0.18,49,41,11,10,3,4.1,0.6,1.8,93,"2025-05-11 05:00",,0.3,14,29,0,121.526528,25.062361,12
士林,臺北市,51,懸浮微粒,普通,1,0.18,50,52,12,9,1,2.4,0.6,2.4,169,"2025-05-11 05:00",,0.2,12.2,31,0,121.51666356,25.10334003,11
淡水,新北市,51,懸浮微粒,普通,0.6,0.19,47,50,21,11,2,2.8,0.3,1.9,160,"2025-05-11 05:00",,0.2,11.4,31,0,121.449239,25.1645,10
林口,新北市,48,,良好,0,0.19,48,52,10,9,2,3,0.4,2.9,89,"2025-05-11 05:00",,0.2,11.1,26,0,121.36548982,25.07798949,9
菜寮,新北市,55,細懸浮微粒,普通,0.2,0.19,51,46,16,9,4,5.1,0.9,2.3,136,"2025-05-11 05:00",,0.2,14,30,0,121.481028,25.06895,8
新莊,新北市,52,細懸浮微粒,普通,0.5,0.15,48,49,10,9,3,5,1.2,1,104,"2025-05-11 05:00",,0.2,12.7,23,0,121.4325,25.037972,7
板橋,新北市,44,,良好,0.5,0.2,45,47,15,0,3,4.1,0.5,0.8,97,"2025-05-11 05:00",,0.2,8.4,24,0,121.458667,25.012972,6
土城,新北市,53,細懸浮微粒,普通,0.7,0.18,48,48,11,11,2,3.1,0.4,1.4,64,"2025-05-11 05:00",,0.2,13.3,23,0,121.451861,24.982528,5
新店,新北市,45,,良好,0.8,0.16,46,48,11,9,3,3.2,0.2,0.7,166,"2025-05-11 05:00",,0.2,11.2,22,0,121.537778,24.977222,4
汐止,新北市,53,細懸浮微粒,普通,0,0.17,45,27,13,9,3,4.7,0.9,0.5,37,"2025-05-11 05:00",,0.3,13.4,28,0,121.64081,25.06624,2
基隆,基隆市,50,,良好,1,0.17,47,34,15,10,1,2.7,1.1,1,253,"2025-05-11 05:00",,0.2,12.4,29,0,121.760056,25.129167,1
屏東(枋山),屏東縣,43,,良好,0,0.15,51,46,4,0,0,1.2,0.2,3.4,82,"2025-05-11 04:00",,0.1,0.3,4,0,120.651472,22.260899,313
臺南（南化）,臺南市,18,,良好,0,0.15,33,10,13,8,2,1.9,0,3.4,168,"2025-05-11 04:00",,0.1,2.3,11,0,120.44583156,23.04562013,312
新北(樹林),新北市,48,,良好,0,0.14,55,52,17,3,3,3.8,0.3,0,175,"2025-05-11 04:00",,0.2,10.5,23,0,121.38352778,24.94902778,311
台中市（和平區消防隊）,臺中市,19,,良好,0,0.15,36,21,10,3,0,1.1,0.3,0.7,293,"2025-05-11 04:00",,0.1,0.5,8,0,120.883858,24.174592,310
屏東(琉球),屏東縣,28,,良好,0.5,0.13,31,30,7,3,1,2.8,1.1,0.3,153,"2025-05-11 04:00",,0,4.5,3,0,120.37722,22.35222,204
南投（鹿谷）,南投縣,22,,良好,1.1,0.14,46,24,12,4,2,3,1,1.6,198,"2025-05-11 04:00",,0.1,2.2,11,0,120.7944772,23.71867609,203
高雄(湖內),高雄市,20,,良好,0.2,0.13,29,13,14,1,2,3.2,1,1.4,54,"2025-05-11 04:00",,0.1,2.4,12,0,120.24535,22.87985556,202
宜蘭（三星）,宜蘭縣,40,,良好,0.4,0.12,48,41,17,8,0,0.8,0,3.4,252,"2025-05-11 04:00",,0.1,9.6,24,0,121.6565272,24.6757916,201
員林,彰化縣,34,,良好,0.9,0.2,16,9,10,6,5,6.3,1,1.5,158,"2025-05-11 04:00",,0.2,8.4,10,1,120.5631893,23.9615945,139
大城,彰化縣,54,細懸浮微粒,普通,0.7,0.19,60,33,32,16,2,3.4,0.8,2.1,37,"2025-05-11 04:00",,0.3,13.7,28,1,120.26964167,23.85493056,85
富貴角,新北市,77,臭氧八小時,普通,0.3,0.18,67,63,48,17,1,1,0,4.9,106,"2025-05-11 04:00",,0.1,16.2,41,0,121.53656894,25.29681695,84
麥寮,雲林縣,44,,良好,0.9,0.22,44,28,26,11,2,3.7,0.8,1.7,146,"2025-05-11 04:00",,0.3,11,25,1,120.251825,23.753506,83
關山,臺東縣,38,,良好,0.5,0.19,31,41,23,10,1,2.3,0.8,0.7,24,"2025-05-11 04:00",,0.1,8.2,15,0,121.161933,23.045083,80
馬公,澎湖縣,58,臭氧八小時,普通,1.1,0.2,60,57,34,14,3,4.1,1,4.7,12,"2025-05-11 04:00",,0.2,14.2,29,0,119.566158,23.569031,78
金門,金門縣,58,細懸浮微粒,普通,1,0.21,52,49,24,14,4,5.1,0.6,3.4,335,"2025-05-11 04:00",,0.2,15,29,1,118.312256,24.432133,77
馬祖,連江縣,56,細懸浮微粒,普通,1.1,0.2,54,56,30,15,8,8.7,0.5,3,333,"2025-05-11 04:00",,0.2,14.5,32,0,119.952724,26.153736,75
埔里,南投縣,22,,良好,1.1,0.13,37,18,18,10,1,2.1,1.1,0.7,50,"2025-05-11 04:00",,0.1,5.3,13,1,120.967903,23.968842,72
復興,高雄市,17,,良好,0.6,0.08,26,18,3,4,5,6.1,0.5,0.4,270,"2025-05-11 04:00",,0,2.3,4,0,120.312017,22.608711,71
永和,新北市,58,細懸浮微粒,普通,0,0.2,46,45,15,11,3,3.9,0.8,0.5,113,"2025-05-11 04:00",,0.3,15.2,29,0,121.516306,25.017,70
竹山,南投縣,33,,良好,0.6,0.16,38,17,20,11,3,4.4,0.6,1.3,355,"2025-05-11 04:00",,0.1,6.5,20,0,120.677306,23.756389,69
中壢,桃園市,52,細懸浮微粒,普通,1.1,0.24,49,40,16,10,6,7.8,1.3,0.4,278,"2025-05-11 04:00",,0.5,13,28,1,121.221667,24.953278,68
三重,新北市,59,細懸浮微粒,普通,0.4,0.35,36,25,18,9,13,17.5,3.7,-,-,"2025-05-11 04:00",,0.6,15.5,35,0,121.493806,25.072611,67
冬山,宜蘭縣,42,,良好,0.3,0.13,53,43,10,9,0,1.2,0.3,2.1,336,"2025-05-11 04:00",,0.1,10.5,24,0,121.792928,24.632203,66
宜蘭,宜蘭縣,51,細懸浮微粒,普通,0,0.12,52,42,15,11,0,1.2,0.5,1.6,202,"2025-05-11 04:00",,0.1,12.5,22,0,121.746394,24.747917,65
陽明,臺北市,64,臭氧八小時,普通,0.1,0.22,53,59,23,11,0,1.1,0.4,1.3,210,"2025-05-11 04:00",,0.2,9.8,26,0,121.529583,25.182722,64
